600525,  长园集团,2002/12/2,109834.85,86778.21,ss
600526,  菲达环保,2002/7/22,54740.47,40688.95,ss
600527,  江南高纤,2003/11/27,80208.94,80208.94,ss
600528,  中铁二局,2001/5/28,145920,145920,ss
600529,  山东药玻,2002/6/3,25738.01,25738.01,ss
600530,  交大昂立,2001/7/2,31200,31200,ss
600531,  豫光金铅,2002/7/30,88575.23,88575.23,ss
600532,  宏达矿业,2002/10/31,51606.57,39623.44,ss
600533,  栖霞建设,2002/3/28,105000,105000,ss
600535,  天士力,2002/8/23,108047.59,103284.27,ss
600536,  中国软件,2002/5/17,49456.28,48471.22,ss
600537,  亿晶光电,2003/1/23,58817.96,58817.96,ss
600538,  国发股份,2003/1/14,46440.12,27921.6,ss
600539,  *ST狮头,2001/8/24,23000,23000,ss
600540,  新赛股份,2004/1/7,47092.33,46312.33,ss
600543,  莫高股份,2004/3/24,32112,32112,ss
600545,  新疆城建,2003/12/3,67578.58,67578.58,ss
600546,  山煤国际,2003/7/31,198245.61,198245.61,ss
600547,  山东黄金,2003/8/28,142307.24,142307.24,ss
600548,  深高速,2001/12/25,218077.03,218077.03,ss
600549,  厦门钨业,2002/11/7,108157.4,88657.4,ss
600550,  保变电气,2001/2/28,153460.71,137299.09,ss
600551,  时代出版,2002/9/5,50582.53,50582.53,ss
600552,  方兴科技,2002/11/8,38352.48,35899.47,ss
600555,  海航创新,2001/3/28,130350,130350,ss
600556,  慧球科技,2001/8/7,39479.37,39479.37,ss
600557,  康缘药业,2002/9/18,51370.76,36852.85,ss
600558,  大西洋,2001/2/27,59840.32,55248.31,ss
600559,  老白干酒,2002/10/29,17522.41,14000,ss
600560,  金自天正,2002/9/19,22364.55,22364.55,ss
600561,  江西长运,2002/7/16,23706.4,23706.4,ss
600562,  国睿科技,2003/1/28,46271.08,30272.15,ss
600563,  法拉电子,2002/12/10,22500,22500,ss
600565,  迪马股份,2002/7/23,234586.2,147220.26,ss
600566,  济川药业,2001/8/22,78145.47,17063.04,ss
600567,  山鹰纸业,2001/12/18,376693.96,217622.32,ss
600568,  中珠控股,2001/5/18,63736.85,50660.45,ss
600569,  安阳钢铁,2001/8/20,239368.45,239368.45,ss
600570,  恒生电子,2003/12/16,61780.52,61780.52,ss
600571,  信雅达,2002/11/1,21983.96,20241.98,ss
600572,  康恩贝,2004/4/12,167382,137182.54,ss
600573,  惠泉啤酒,2003/2/26,25000,25000,ss
600575,  皖江物流,2003/3/28,288401.39,142320,ss
600576,  万家文化,2003/2/20,63496.86,47980.48,ss
600577,  精达股份,2002/9/11,195532.42,141913.12,ss
600578,  京能电力,2002/5/10,461732.1,461732.1,ss
600579,  天华院,2002/8/9,39207.06,25560,ss
600580,  卧龙电气,2002/6/6,128889.96,68772.88,ss
600581,  *ST八钢,2002/8/16,76644.89,76644.89,ss
600582,  天地科技,2002/5/15,413858.89,277433.61,ss
600583,  海油工程,2002/2/5,442135.48,404901.42,ss
600584,  长电科技,2003/6/3,103591.48,98457,ss
600585,  海螺水泥,2002/2/7,529930.26,529930.26,ss
600586,  金晶科技,2002/8/15,145889.24,142270.74,ss
